1_ae-12a_000020-000053	0_4d3528bc8e13d3761e75401cf28cc699
6_pb-9z567a_000134-000173	6_bb8d49e7f98f07772a8704a69ac0845c
6_pb-o6a_000048-000121	6_bba34404e802ba016568e6d0aedeed98
6_pb-z2z66z5a_000173-000210	6_bbd0901fe94be287162346356ceb0db7
6_pb-z2z66z5a_000209-000243	6_bc7187e6dc3ebfee83ef0b56b2cbc462
6_pb-z64a_000070-000111	6_bc832a47fb244816edf7ab56d8a13f82
6_pd-1637a_000045-000087	6_bcf0f256eb1731c3ab7a5f8e5af82493
6_pd-27267a_000108-000144	6_bd3a9417e79afefbfa94e6fed5611ccc
6_pd-285o641a_000158-000201	6_bd703e9b178a154d1b1a9d34072d36a8
6_pd-4673za_000047-000084	6_3fdd37c0d6d09c5278c1bde9ef879ea2
6_pd-46z4a_000068-000106	6_bdb3af738dd886591fe6db3f2311cc02
6_pd-4z96za_000132-000169	6_bde155a31eb0ec637dafd2ab9bfb34f7
6_pd-56a_000052-000107	6_077da7c91392a17c593cbadd90112676
6_pd-56b_000047-000105	6_07892fa432269fc14728c8859e61d46b
6_pd-61a_000020-000058	6_4015442aa8edc8d99134d55043907087
6_pd-62oa_000019-000062	6_be0463aefc5e56879f601252798961cd
6_pd-653z2a_000019-000058	6_be1cdde65594d4880e3d438e2cbf6baa
6_pd-6833a_000017-000056	6_be355d849545603c1abbfdbb517ac99b
6_pd-6a_000019-000083	6_411deb936b586a3a5f7b0a3f48281a4f
6_pd-6b_000019-000073	6_07c4c512aa217a7658e834f1d461b9ee
6_pd-7996oa_000139-000178	6_be7a546dfaae2a7fae089857a69a25a0
6_pd-86a_000044-000100	6_41410d3c4e8354f306b1ec25232081ca
6_pd-9523916a_000250-000301	6_be9b4c1958e62406b01865b7d529e9c2
6_pd-9z76226a_000218-000271	6_41e425ee2941c01d79e8d4ad5a4f0594
6_pd-z1936a_000156-000215	6_bf396fced4d696ab79347a1adc0e99bf
6_pd-z6a_000061-000119	6_4207bd87cda4da61383a6da3c43defb6
6_pd-z6b_000056-000113	6_42797c3f384881c0ef327b843cd7defb
6_pe-16a_000046-000120	6_07ca6593c3aed77b05d28a20c2f1a794
6_pe-4o526a_000103-000171	6_07e63d8b642fd091e471aaca250db528
6_pe-62o1o5oa_000019-000060	6_0829eff68a6035f340af45f37219d956
6_pe-6a_000018-000090	6_085fa300db8475949714dc6572d5aef5
6_pe-6b_000019-000089	6_0884714928ec99ccfa324bdc100d2b67
6_pe-746a_000077-000141	6_bf83d444ee47a2bf280398b557129983
6_pe-o656576a_000041-000079	6_089bc95a37bce908a92b0b86bbf48e94
6_pe-o656576a_000155-000190	6_08a5cf334b30c15c964547b6a9e5be40
6_pe-z6a_000051-000115	6_08cd8c79b79c0deb8671eb20c31895eb
6_pk-6b_000018-000080	6_42e627f658c950bd8c39aa626daf9f5a
6_pm-2963o96a_000071-000116	6_08d9ccff19d547cda4347cf576d66c87
6_pm-356a_000073-000129	6_09679aeea1dbd170212bd3d145c22e7f
6_pm-39o56o8a_000125-000161	6_09774baff6aee37784ee35465e046c37
6_pm-426699za_000095-000130	6_099945c488e7ed5ef332d1ceec380c41
6_pm-667a_000015-000052	1_3b54d9b147a7657456c73059d8d93b5c
6_pm-6b_000021-000078	6_42f331acb0783df323d028322264f2ca
6_pm-6oa_000014-000054	6_09b942474b3cbc808097115c01299bbf
6_pm-8o68a_000055-000091	6_09d4c33d2c49177a20a3ae1d87525c21
6_pm-986a_000071-000128	6_0a7e8155865e078f68d0f00f00a2a0f5
6_pm-o164462a_000055-000093	6_0a9cc850ea81f637a48ca12d39f4915b
6_pm-o164462a_000141-000182	6_0ab2b258f3cc0b454dfc369eee017ba3
6_pm-o63a_000037-000080	6_0acd452e85903a38c79c962cc4438ab4
6_pp-636a_000085-000150	6_0afdfe30338eeda7060dcbeb3268e49d
6_pp-6a_000031-000088	6_0b264a19142d0e96d525947c6a1398fc
6_pp-6b_000036-000096	6_434c22e9b002c27c1df892673d622259
6_pp-866a_000056-000089	1_3cd6a1f8375a73d686960b2232e12df6
6_pp-8oo7oo6a_000218-000283	6_0b302e0d181cd3e13f6f952725c31193
6_ra-23752o6a_000254-000324	6_bff7d320fc062730b99ece89f480f43d
6_ra-2496a_000140-000205	6_0b365cdf857695c912018ecb3076fc80
6_ra-2664885a_000042-000080	6_c0285f39f25214d016746198646fe9c4
6_ra-3564oa_000095-000136	6_c03d1d9a13abe0693d960e97000005c0
6_ra-4461o84a_000083-000144	6_c10fda002d5711e8efb2fa37461a0557
6_ra-56a_000052-000125	6_0b4827dadcaf4ad4fae76d2ad88fe456
6_ra-6a_000039-000109	6_0b8b6e5b874daa7000cf52000b0c7cbe
6_ra-6b_000036-000115	6_435280ef559e8e4b88df2a129d3432d5
6_ra-86811a_000046-000082	6_c1a42cc7ff4f554be0ea3914a4c9dab9
6_ra-o26a_000081-000154	6_c1e4bd842de6d51829f2a6c6db55345d
6_ra-z246a_000160-000233	6_c25c8665b1d99ae4a7e39a7b197a83b2
6_ra-z6a_000066-000136	6_c2ba806612026a09835a5bd0f9e428ad
6_rd-197346oa_000194-000230	6_c2d297068e9ed07046464869308f52e2
6_rd-2431687a_000169-000205	6_c36e2a2b4f074da4c7bdc10b1e4c8e43
6_rd-262a_000053-000098	6_c36e8b89b5acfe9701700384f621f96f
6_rd-3468614a_000072-000116	6_c372bcd77cb8d50ff3448c10f677c154
6_rd-3468614a_000177-000214	6_c3b436b04378d19f937c307800f1191c
6_rd-41o67a_000131-000163	6_c3e4ef7cb227fc5c0e71ed775932f062
6_rd-447o576a_000254-000302	6_c43541240ef46057fb0da2033bd3c734
6_rd-53z6a_000106-000152	6_c4a46bfdb0050874ab4f0f71edc2c623
6_rd-5676a_000054-000088	6_c4f248b9e89c38af7547f4b6ee3a0af4
6_rd-6438za_000034-000076	6_c5103eb03fe9cf455b253a92c9b82018
6_rd-658894za_000018-000056	6_c55ebebaa0946222a44d6c12f4b9c908
6_rd-6a_000032-000085	6_435fb4973fb996e707c3d1a40bd48b12
6_rd-6b_000025-000084	6_0b8e95aa54a512b389fdf22d40205201
6_rd-6oa_000019-000058	6_43d1b777fe9856b4d188ce4418c8729a
6_rd-6zzz773a_000037-000085	6_c7c0fd127f5acff9c1ca7215205006d9
6_rd-796za_000088-000123	6_c7d4cce9ad6e2c8aa67624b29f366bc5
6_rd-9163oa_000090-000139	6_c7ddb5ea5fc5360b06e72bcf777c703e
6_rd-9269365a_000071-000119	6_441b623ac52f740fd6bac2892690ac3a
6_rd-9269365a_000200-000235	6_c7f0c6b81d147d4b31e56e5c44b83ed9
6_rd-96a_000070-000114	6_c82e47e475b63f9efe0c0abc3e696192
6_rd-o669a_000060-000098	6_447a82d6e21ec78f5d58038ecfae8b43
6_rd-o669a_000097-000129	6_c857b8da8cdee8cc8fb5c445a15cd75d
6_rd-zz6a_000105-000153	6_c8d40977e947d6e09170108c0c74bb0c
6_re-3o64a_000119-000165	6_0b95efb283565b5b6100514acd1297bf
6_re-6a_000021-000079	6_0b9b3f591e02b70fc8a974f5d61c8361
6_re-6b_000020-000093	6_0bb825ffb02ef365a2a673691ba9ef0d
6_rf-11367a_000119-000157	6_c903d0ba078853cb0a8b2903b8cdde5b
6_rf-14828z6a_000271-000331	6_c91ee05aaf16a89346d2b6d0047358cf
6_rf-186a_000083-000153	6_44883f86c428585e2cca47d08468a275
6_rf-21462a_000141-000193	6_c9dcbb77d94b7ad2e79383cb99d95c0e
6_rf-2163395a_000096-000155	6_cb0c4a24acd9b368be8f6133f59ef0b8
6_rf-3oo6oa_000133-000179	6_cb3dae1faa931b466d6a3534713f9724
6_rf-468a_000067-000114	6_cba3a59eff7fb2ce3f1c01d475d711fd
6_rf-64za_000034-000074	6_449db2bf50868c0adeec3925b81f1ae2
6_rf-6a_000031-000100	6_44ae8794e34612835564e714179ccbc1
6_rf-6b_000045-000113	6_44b9c11c4498d30ae0a60fd449422db5
6_rf-766a_000085-000122	1_42150c9513355448f95fd07b66daea80
6_rf-766a_000121-000178	6_cbc0450d61b162042c7ff4bcb0200b63
6_rf-776479za_000113-000167	6_cc7c312ff2844125b77264edff7f67b9
6_rf-8923652a_000168-000209	6_cc935b05cbe6fb7a6315f61e07d05749
6_rf-944o565a_000225-000264	6_cc9cb02eb2123db43a3a8fa97ea34e3a
6_rf-96a_000056-000119	6_ccac857163978504d8c1ca6696a96edc
6_rf-o674a_000048-000089	6_ccff886fc8d2b15c49133f04ae9f4570
6_rn-169a_000042-000088	6_0bc45ca1a080c93afb5d6454c34cf722
6_rn-36z3a_000048-000095	1_424e10f62e21c4481b539a3ea78311be
6_rn-3o52336a_000261-000333	6_0bd50aace79043c42ecdd2bb2dbb38fb
6_rn-46996a_000047-000098	6_0bdd2863c855e15c7cf2efbd987ab972
6_rn-46996a_000159-000227	6_0bfaa004592ab1c16d9f397052bad163
6_rn-53786a_000155-000225	6_0bfecda399bb340de378a691fb1611c7
6_rn-61138z3a_000019-000063	6_0c098bd59a9fc9059ffbbb19caad3647
6_rn-635a_000008-000058	6_0c12820c168043d1b6019c76419e1de4
6_rn-64471a_000019-000069	6_0c18f390e5e69b36d1b095bb2c16cbff
6_rn-6685a_000025-000072	6_0c843c16cb74c11f8eb28afe34842f63
6_rn-6685a_000071-000118	6_0cad17a5ed6fdc0f424d7ecaf1ba9078
6_rn-6a_000013-000095	6_0cb7e889eb63f573e59ab0b66ad05f63
6_rn-6b_000010-000096	6_0cfa3aa8a003862ef7f67e674af92b01
6_rn-7o465a_000132-000177	6_0d2420f28a6cc84a188a599041d298d5
6_rn-8o61oo2a_000067-000140	6_0d4581f92b6ec00bc83e3fb5541db5f3
6_rn-z9626a_000104-000150	6_0d9190021e0677a37e5e052e91fa485c
6_rn-z9626a_000172-000247	6_0da6ed41105a60455b151d98d572e63f
6_rr-561z199a_000043-000084	6_cdd57b53d971613c5be4ee30cf689ab5
6_rr-6a_000021-000087	6_0db39b1f46098abd7720261aa7015a2a
6_rr-6b_000020-000086	6_0df147cfb51c6e217b968488764a0a9b
6_rr-9616a_000122-000189	6_0e0c5882fcf05735f510045c2fd5d584
6_sj-16a_000046-000107	6_ce6109bde6d38386916819110d486eed
6_sj-2oo3946a_000223-000290	6_cea8fa37bb8eb66b5f09e70705bdf914
6_sj-38116a_000148-000212	6_cec34bb830e00a5e4b488414a8c9ff8e
6_sj-4oo4367a_000211-000255	6_cf2d980cafffcdfc56905fe2a09c9f94
6_sj-561a_000037-000075	6_d057c4bf4070e7f838524fdba06188cc
6_sj-625za_000008-000047	6_d0d8b3fe152ff64c5eac5f20094db265
6_sj-63a_000019-000065	6_d12b3b5ed12289146a2a737beef92920
6_sj-6a_000008-000074	6_45343fe4511a45f94abd81a40d1f7723
6_sj-6b_000016-000088	6_4678c9fd066e18c34801ac2e88c51fb8
6_sj-6o7a_000014-000057	6_d134fb9b53aba446ab30dd3f64699473
6_sj-6o842a_000013-000057	6_d1469122e353d9a4903c220239373f95
6_sj-6z3za_000010-000049	6_4697629f885bce59d44c9c6009d2ae43
6_sj-763o57oa_000057-000093	6_d1f7dcb3ee168e3f01f506789511557b
6_sj-76561z9a_000053-000092	6_d210a6d5b08d8cba82175c8fcbfe3080
6_sj-76561z9a_000157-000201	6_d23de6758e3484dfd98df249cdd39d8a
6_sj-91866a_000165-000222	6_d26de7815461319ae54a7bfba495c7d8
6_sj-94zz6a_000165-000226	6_d27aea609de2c7b18ba0ffe206d0c70d
6_sj-9o683a_000070-000107	6_d33b5bc80827a82fe2f79db7d6c8a863
6_sj-o645a_000041-000088	6_d3a8554a562ee31dbc1f6c97e425961e
6_sp-36a_000044-000105	6_46d25785b758660ff2c13d950ce4f846
6_sp-6a_000020-000088	6_46d2f20d02d6f4b4fd423559258c5db9
6_sp-6b_000026-000093	6_0e4b69d972f2050033d9c84cf7d33699
6_sp-76629a_000064-000098	1_4353d0b6e6ce5c3e1246f1ee367ef424
6_sp-9o6a_000110-000178	6_0e62a32ece6c28487ee0c98419726d8d
7_ae-18174a_000093-000130	0_c930d7f54ab644d00bea31e4b9d56fc6
7_ae-2789385a_000036-000071	0_7a34b0ca358a7c1641eca5f0aef8ee86
7_ae-3713466a_000066-000100	2_8632177073ea9176177371a50faa4964
7_ae-47a_000050-000102	2_0b137809ff585e27423b0b909cc94ec0
7_ae-59976a_000124-000162	2_3a9a5c45cf7eb07a4666e7a92c07bafb
7_ae-6711a_000066-000097	1_09845c3bba81ad384d56396157a4a6a1
7_ae-67a_000059-000105	2_4ab0cc13c8763b4e7b4a7cbbf91422d2
7_ae-72o3a_000020-000060	2_0b3a8531ae835eec00380feae5e818fd
7_ae-75443z7a_000018-000063	2_0bf1d472349012ce373d3a953a16daee
7_ae-75443z7a_000263-000305	2_130e6197cfb2cb9d2647fc52480d8ef7
7_ae-7588oa_000019-000059	3_08ba7a86405ccef60aa244a86d9666da
7_ae-79442a_000019-000059	3_2983e1f720bb948316aaa8c4aa8644b7
7_ae-7963a_000018-000055	3_458b9f53efa5168646f882467edf47c5
7_ae-7a_000041-000090	2_6c49cde87325167b9c55146d8e7c7006
7_ae-7b_000032-000081	2_1573d6088537a1524e8be95b4ef5e13c
7_ae-8397261a_000105-000143	2_1fd14729d5abb6a42252b082dc321069
7_ae-873a_000039-000086	2_274ee69243922230cd2e9e256c89b444
7_ae-8o45647a_000216-000262	2_298fadae4bbaab1835976ad8b7a58732
7_ae-9o37oa_000089-000126	3_5c7af09c8bd2a83892131bcd3fad3696
7_ae-oo74a_000078-000118	2_2c977a89c9410f5e9e4483c300b5aae9
7_ae-z36357za_000206-000247	1_09a36fefd6901c62a75e677064c1d83d
7_ag-1736za_000043-000083	2_741c66622cdd9f873bd31ab904e9227f
7_ag-179o7a_000044-000084	1_1870fba9b2271ab16edecf83937ce86e
7_ag-179o7a_000147-000207	2_77d9a9f749530231f55093069e3aada9
7_ag-3528457a_000221-000274	2_2e6049e9fc671740bce6345dd8058cd4
7_ag-437ooa_000064-000121	1_239cf6edf43f6b9cd78412e4477d26eb
7_ag-4727a_000037-000077	2_7804cf75a12a04051cc6b39bfab093d4
7_ag-4727a_000091-000147	2_7fab0c17bc253fa0eb6011c043394001
7_ag-6547a_000126-000178	2_8802d736e29ad895073c480b55da70cd
7_ag-67o4a_000075-000111	2_96c6ea7567b93496c1dd3556742aa16b
7_ag-75942a_000019-000058	2_aafcc95e7182e435d387f4d13fde0053
7_ag-76o35a_000022-000063	1_6f98ee8766ccd602dd063badc66586a3
7_ag-7712719a_000020-000061	2_b0391c69aace21181237d124c224875f
7_ag-7712719a_000060-000094	2_b728280745a7033a984e43e052c96f0b
7_ag-7712719a_000163-000201	2_bc897f35c59881140c45f9a62fe9e29d
7_ag-779a_000019-000061	2_d64743ace6a32a5aca2f0fd17cf69aaa
7_ag-779a_000060-000089	1_828c67bd9b49eccc935d0c2ad83869ff
7_ag-7a_000019-000079	2_efdd0592af6f8fa0dad08bb7808cdc3e
7_ag-7b_000020-000073	2_2f352e0b8a1753dd7d8c16bccc66fd23
7_ag-7z5a_000020-000063	1_a0a09c6f0b14774921528e7fdbf9da17
7_ag-8875a_000069-000110	1_3e179f7c3bf325843d8bdc3fe8be5128
7_ag-9731925a_000049-000087	2_31900df281cc94d66249a697cb3c0c33
7_ag-9z7za_000089-000134	3_05a9ba2c526e4b53ce05e9b079418e29
7_ag-o37a_000068-000132	3_1a2fd30c3474e197d62f30d6eb27a9ef
7_ag-o97a_000088-000150	2_34f1aad0520e107e2662edc7bcd0aedf
7_ai-156267za_000223-000271	1_bc8f374a25d61d982905994327a41590
7_ai-173z1a_000044-000089	2_3de9ceb52fef33153e05307b3c4800e1
7_ai-1z17a_000124-000176	1_41085640adc6599bd8beb6ef46f635a4
7_ai-373za_000044-000096	3_1a87437a1c193902e603cd08fc93a296
7_ai-425oo79a_000206-000244	2_623bd00b1d372d072ea1e6bfeca26329
7_ai-47o6oa_000040-000081	2_43ce50bc8b878889b561e194669a0805
7_ai-4o57a_000120-000171	3_17dafeb762aad026b3eb07aa2d146604
7_ai-531z766a_000194-000232	1_437f6c3c9037afcfba35a3860805bd4a
7_ai-5578a_000092-000134	3_65f7ab6f36c421bada875f1aeb2ee0a6
7_ai-69o721oa_000149-000191	3_7ee33f2359962c1344586b9c8eefcbb2
7_ai-7246a_000020-000064	3_8fe6f5e30e4b814fa950430c4c10d2e3
7_ai-74a_000018-000068	2_51cbd4484c78d36ead6b35d7ce8a1885
7_ai-7794971a_000019-000060	2_52de2c7cbbd60efdc5455d2419f7a5ab
7_ai-7794971a_000059-000095	3_9c259faf48ecaf0357c33148e5b8cf0d
7_ai-7794971a_000210-000247	1_4d225470521d19cb9c002719d77b6eac
7_ai-7a_000021-000078	1_5b181c8dca6706b1384406f5263fc527
7_ai-7b_000018-000077	2_66316bbb324027dbfe2d52b14d083b78
7_ai-7o6a_000020-000065	3_b2beb6d554df1938bc5ba5b9e170eb81
7_ai-7z5a_000017-000060	2_71f5d61003a869b8d03cae3b9ca07183
7_ai-95674a_000112-000148	3_e4d4edb17afe01718063bbcee1508a1a
7_aj-1978213a_000064-000113	1_5ef91635e779ff84a8e5459cba08e5e9
7_aj-1z61257a_000183-000227	3_62f7ef84470cfba064a07c22fb89af9b
7_aj-2272a_000059-000094	2_758a1356c0a7c52fe282c90102f3c0fa
7_aj-3643473a_000167-000203	2_7e39df5091dc200160fc8e2b94164348
7_aj-37a_000030-000073	2_7e9294b30f65fc5a424f3add83732814
7_aj-42759a_000066-000105	3_29796cec3be679b6cc1bf31508c76739
7_aj-4487a_000077-000120	2_91457c99054852362020de4652e20cad
7_aj-51o7oo4a_000082-000134	2_94fced7d2965437bdf74dffa5e1673f8
7_aj-57692a_000036-000073	2_964c4c1f4590d9e7c060246d7170948a
7_aj-73a_000014-000048	2_97abfd8d26a8d70ebfab75b8407dc92d
7_aj-7413a_000023-000058	3_6bf6d0ef1a90b72b3c2922d3e3af78c0
7_aj-766o344a_000013-000046	4_148c062cbf5988199eea287a67b18abc
7_aj-77171a_000010-000047	3_828d601ad1f39bfcadde3bb3e6f3d344
7_aj-77171a_000046-000079	4_d77ee1919164b8b2094dc4da1ddae998
7_aj-77171a_000102-000132	4_153a7447d21bf695b7defc210b2ff3a9
7_aj-79z5za_000014-000048	4_1cb3e5cf6d00f5843a5a39d69654f1f2
7_aj-7a_000014-000060	2_9ca2fb525095623f40c8bd5a9f3405f6
7_aj-7b_000019-000065	2_a13b271b5831611c5e92aced434113f4
7_aj-91175a_000098-000132	5_2237e9e6cbef293ef79b44461b7ce891
7_aj-o6788a_000074-000111	1_5f073976eb82f72044007f43c7317bf9
7_aj-z7a_000052-000097	2_af6dd8b4cb0cab0ae5fedcdab7e3a351
7_aj-zz72938a_000088-000137	4_264d84f18a8fd95afa12ce508cabf34a
7_al-11z7za_000145-000200	1_63d312c25d694dc67cd1275e04427dae
7_al-1871986a_000067-000138	1_6f7f955276e2fab2d2e20a47d937db95
7_al-1z77a_000108-000155	1_7016317b8e19ee52a389bbdddc925fc9
7_al-1z77a_000154-000214	1_7512675009f6cc5dbd5803987fb7defc
7_al-2567184a_000184-000233	1_76b2f192b7940346ddfde62446adf352
7_al-3457a_000146-000210	1_786a23e71c76c1a7219cbe3bf92b4ad6
7_al-4379315a_000097-000167	1_799ffd3ce94e1725eeb166f3f0db5409
7_al-5122764a_000225-000281	1_7f417da0abed002fb352f90466daedd0
7_al-67a_000063-000115	1_839f15e9985c111be079f528beb85655
7_al-6o73a_000109-000156	1_87a20027779c3ae1f8f082c76c39bb79
7_al-6z47458a_000200-000250	1_8b201c4fc2d2245cd817de8fb03d971c
7_al-72729a_000012-000067	1_8b3f110ab8ac5526e95f62ac27f2fbd4
7_al-72729a_000093-000157	1_974e88c69a7d5da805f2ecb3c6c96420
7_al-73759a_000019-000075	1_9e9cd7d7de485a58eae966ef23ba0cc1
7_al-73759a_000107-000166	1_a44a5f9cba528776bd06807d0c4d4f7a
7_al-74789z4a_000026-000074	1_a6fd68844cdf6b3e4b230d3cf73c8754
7_al-74789z4a_000111-000178	1_a962eb98f7c2a8563b1aa1eec2033f76
7_al-765o2a_000011-000057	1_b12517e662816a162ce632e333485461
7_al-775a_000016-000069	1_b3aac696a8e01bcdf1f64d447f20af81
7_al-775a_000068-000115	1_bf0b5c3d6ce9e641e70a966aac1bc772
7_al-7a_000018-000086	1_c4511201e8186aa65b51b016abbdcef5
7_al-7b_000026-000087	1_c62fa98fa3194123edaefe49963cd656
7_al-83979a_000133-000182	1_cc2c63f569f2826645fb9a943a735cee
7_al-87zzza_000045-000113	1_cede5909591970c4a74db0c21d6ba016
7_al-z17a_000117-000178	1_d640e9d11afa4ba6d25160355f63d518
7_aw-4898587a_000186-000227	4_27b21e92ccbcd87973c0baab1209a71c
7_aw-6777586a_000048-000079	1_db6f10bea603ca185aa7861f86c7924e
7_aw-6777586a_000078-000121	1_dd91c19aa9304d12c5a6bc3d82ebaa0c
7_aw-6777586a_000120-000157	1_eb3805ea95100edf953658a84717c940
7_aw-728a_000018-000056	2_b6ff36265c53c6b619429eb8dc7d8717
7_aw-74737a_000040-000082	2_b75747e9c817efffb94127c96146167f
7_aw-74737a_000102-000140	3_2d2ed285a23b53b57c822e3641dceaf3
7_aw-74737a_000156-000195	3_31a6fea0a957d851fad9d7efba1bcc44
7_aw-74a_000028-000066	2_bac1edd6bcdb7f13e8984bb299a48f42
7_aw-7844a_000041-000073	4_281ace35c8a545a41b0ada57b4273610
7_aw-7a_000030-000079	2_bc0891d264be309d0ba5925fa3d485e9
7_aw-7b_000028-000082	2_c2a0dfb28013a565aedd21d98eae6f32
7_aw-7z28213a_000037-000073	2_ca555f74d6347c044e98960dbd60232c
7_aw-86o7a_000123-000166	2_e034b579fce0bee44b084ccf50bbc6f6
7_aw-87a_000078-000120	2_eb3706a2b56982e9043efcd3a432f974
7_aw-93971a_000097-000129	1_f0b7b1ef819d2e5d76c2088a8d269c0b
7_aw-97za_000067-000102	4_2901d5ecbfff80d393038516f98504f5
7_aw-oo753a_000091-000132	2_ecc97f300cfc2a33d384ad8e9d0a03da
7_aw-z78z1a_000047-000084	1_f780e7c9fea04d20fc0109ef94e9b71c
7_bd-167a_000106-000157	2_f0347ee1bd4bb106122bf016bda053ba
7_bd-21758a_000064-000104	3_0af48772e4fa40241687e99b7001fad9
7_bd-22z76a_000124-000164	1_fe3d8fd4763e97638a90435d3eba8a23
7_bd-37462a_000041-000080	2_56eb93a9693f03d3488b0db4afa41c59
7_bd-5899o37a_000185-000241	3_19083f3d9d6e3ffcc91892767b86335f
7_bd-627a_000077-000132	3_1b037aa1dedde1807f03ac23a5822be8
7_bd-6659478a_000200-000240	5_ab082acb56818a8b95f249553c9df357
7_bd-714a_000020-000058	3_1d2e3e38e54813f8c1af096eab698653
7_bd-71a_000022-000057	2_7f6d89aa16ad395bb66b9d1bfa42ec8e
7_bd-72a_000021-000060	2_c7889799052bb593a52f0947ed8eecf7
7_bd-72o97o8a_000019-000062	2_ce23ac838bff99ef322c3043754dd462
7_bd-72o97o8a_000172-000211	7_002d54276b0e1c6df6a665d0d1180834
7_bd-7a_000021-000074	3_1d671826d202ee2db170a377902e0cdf
7_bd-7b_000018-000071	2_e7b6ce96b2d8d32b4c3c4264d89dda4e
7_bd-7z77a_000019-000060	4_293bc67fcaf2fd051c797806aab7c571
7_bd-7z77a_000095-000130	2_efcf6d76295b27f416caa3faba9679b3
7_bd-7z77a_000129-000179	4_36ae6ce77fc03a38d9746255d867ee1f
7_bd-8567a_000124-000169	3_1fc22780c9c0c66790fbb22ba756d6fb
7_bd-877a_000046-000085	3_279cef9a92d0bd63418cfef2cb77c0fb
7_bd-877a_000084-000130	2_f666e9582a46da3b71ed96a320bced79
7_bd-979za_000047-000081	4_38a3417fbfc24c11808c5d2685aff304
7_bd-98z57a_000150-000201	3_2b9f18d6c4cf134b22c56ae007ece16e
7_bd-o7a_000068-000122	3_2dc49efaf205fbe1610a6f9bce895de3
7_bh-137a_000087-000141	3_584a763a1c2d796a1fa155635e9a6273
7_bh-21617z8a_000147-000186	4_40ccf77a220182ed5e6cdafa7cecfa04
7_bh-297za_000081-000121	4_47337c9a02aac185dc84f20d5491e68d
7_bh-32zz73za_000161-000201	4_4ab47cddb3e3c2122c89963799af0f8c
7_bh-37113a_000060-000103	3_5c2261d76cb4a690f71329249c1afd48
7_bh-476zz74a_000042-000080	3_5ef52c2fc1a0a2fa1484389942cd27ef
7_bh-476zz74a_000188-000230	3_2f8731d3df624e58c01e5195bf8c4adc
7_bh-527a_000068-000124	3_6d059aa9a21f1cf4eda25ecb666b2bed
7_bh-5734a_000046-000085	4_5046f8d76833344b228e873506eebf60
7_bh-617a_000095-000145	4_53e9731484951133aa68c8a6f90669c8
7_bh-67a_000061-000111	4_65bfabd2b6530426223b311acd8aa991
7_bh-726a_000035-000078	4_8c0204b828c06130d464bf3e0cfc235d
7_bh-76a_000032-000073	4_9048ba462c040aba77caa2faa5242fb8
7_bh-799o4a_000021-000068	4_95fba865a82b475654b0adc3292dfda7
7_bh-7a_000020-000079	3_311ee674220480deb045067d18d79e54
7_bh-7b_000020-000080	3_6f88af5c1e39861eb10b2116d16c0ffc
7_bh-7o88a_000019-000066	3_4ef2fed1de91cb0facf07ceb1673c00a
7_bh-7oo6a_000019-000068	3_80e609401393616b022192fe3b880388
7_bh-8631475a_000171-000216	3_530b0c5d70e0aeec6ab0f4299979b0e7
7_bh-97a_000050-000101	4_a0c3752357efbacb430cbbb8712ecb89
7_bh-o71a_000039-000081	4_b41065e00846ed0072eb610db5d982bf
7_bh-ooo1575a_000172-000210	3_53c86556c8be1a95872a880b865ecb96
7_bh-zz67728a_000128-000168	3_82a957c302e949cbfcc84348074c3a55
7_bh-zz67728a_000167-000205	4_b993d78813f7cf458ce2a45bc8b91c12
7_bi-16755a_000076-000117	3_575aea36638dbda3ed1fcc641df19ed4
7_bi-38987a_000158-000216	3_580b1c29675b4b0a9f0288a77d413caf
7_bi-47972a_000051-000097	4_bec848dc2b4089a29be9ca18f85e5bb1
7_bi-47972a_000125-000165	3_5981f17a4992293a136e2c843931ba2c
7_bi-51178a_000112-000148	3_5a3034f0eb3c537cc2b8513c31e79eb6
7_bi-527a_000080-000143	7_00f21122a93eeaa12a29ef2962705bc7
7_bi-5z77a_000124-000167	3_5d061d17ce8242f2cde7604a0dbe8a89
7_bi-5z77a_000166-000212	3_5d360a12085f8d212ae9c33ceca17188
7_bi-711348oa_000020-000069	4_c3bafbcc8349e38477dc8ea5cffaab99
7_bi-71a_000034-000079	4_d1b207f8f3f460b1a901077f48d51872
7_bi-728a_000019-000064	3_61bb9bebeede44dd98ae214fbfd1a965
7_bi-7481z25a_000018-000068	3_68a0e8c6bec2230492ba3561a818233a
7_bi-79a_000041-000087	4_d30fb79ed5096c24ee1da91eb060e60c
7_bi-7a_000019-000077	3_6d6cd25e590d242fc7ff1353b6b6e783
7_bi-7b_000018-000085	3_9771eac6f190c6aa27f00c2f51da70ec
7_bi-827a_000061-000115	7_0102e5186890ff9b72099e64f3815ea9
7_bi-87324a_000048-000107	3_731e725efc89e9735bb25a8d637b63bb
7_bi-9296782a_000195-000237	3_74dedfee276243a51c2c07e5ffa3c5a5
7_bi-9574a_000107-000151	3_74f44104e7521f1d562ab556fe806b9d
7_bi-o75o288a_000039-000084	3_9cfc0f9da8f3851b11e7f1a274ad8394
7_bi-z7z2a_000064-000111	3_3e69d9f5d6d0081425cc265a257ad88b
7_ca-2263791a_000235-000286	4_d4291d6e895a074402deda40ab322d05
7_ca-3617a_000117-000172	4_d770e80cf029d7a850dcd355d9fb3b1d
7_ca-3zz75a_000158-000205	4_dcad21bc4466a4c01139e62480f202ae
